label,email
spam," perfect visual solution for your business now  working on your company ' s image ? start with a  visual identity a key to the first good impression . we are here to  help you ! we ' ll take part in buildinq a positive visuai imaqe  of your company by creating an outstandinq ioqo , presentabie stationery  items and professional website . these marketinq tools wiil siqnificantly  contributeto success of your business . take a iook at our work samples , hot deai packages and  see what we have to offer . we work for you !  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _"
ham," re : hi  zeigham ,  we discussed two options ( not necessarily mutually exclusive ) :  1 . summer internship  2 . full employment .  are you interested exclusively in full employment ?  i need the answer asap , as we are going to discuss the additional summer  intern positions this afternoon .  vince  zkhokher @ mail . utexas . edu on 04 / 11 / 2000 01 : 06 : 14 pm  to :  cc :  subject : hi  vince :  it was very nice talking to you at the texas finance festival and i think  the telecom market that enron is entering is very interesting and very  lucrative . ? i would be very interested in working in that segment for enron .  ?  however , i talked to sheridan about this oppurtunity and he said that it is  probably going to be another six months before i finish my dissertation . ? so  while i am definitely interested , the start date will probably have to be  around that time . ?  ?  at any rate , it was a pleasure meeting you again and hopefully once i have  defended my dissertation ? we can discuss employment oppurtunities in greater  detail .  ?  ?  regards  zeigham  zkhokher @ mail . utexas . edu  512 - 471 - 1676"
ham," payroll  elena chilkina was not paid for the following days ,  july 3 and 4 .  please any questions contact shirley crenshaw  or kevin moore .  if more information is needed feel free to call x 34710 .  thanks  kevin moore"
spam," new medz  how t cornel o save on your medlcations over 70 % .  pharmsho enginehouse p - successfull and proven way to save vulnerary your mo homogeneous ney .  vaccination v  a heliograph g  a sullen l  l stationary u  disparate l  r casuistical a reservoir cl  i evacuate sva acclivity l  pearlbarley m  andmanyother .  best prlces neighbouring .  world cockadoodledoo wide shlpplng .  easy order fo tentative rm .  total confidentiaiity peaceloving .  250 , 000 satisfied selfoffence customers .  order today and carrier save !"
ham," re : e - mail address chnage  thanks for your message , your account has been updated .  should you wish to make any changes to your personal account on www . cera . com ,  go to :  http : / / www . cera . com / cfm / edit / account . cfm  sincerely ,  cera webmaster  - - - - - original message - - - - -  from : vince j kaminski [ mailto : vince . j . kaminski @ enron . com ]  sent : monday , march 27 , 2000 9 : 59 am  to : webmaster @ cera . com  cc : vince j kaminski  subject : e - mail address chnage  to all whom it may concern :  please change my e - mail address from  vkamins @ ect . enron . com  to  vkamins @ enron . com  vincent kaminski"
ham," as promised . . . 2 guys , vince  hi vince ,  here are two guys :  the first asked for you ( the guy from oxford ) .  the second has a "" high profile "" name - brand risk job .  candidate 1 : done at oxford in sept . math finance .  will move anywhere necessary .  citibank / andersen consulting background .  well known candidate in london .  fixed income / structured contol of 450 mil .  i have direct ownership and contact with .  this guy is really impressive by phone !  highly recommended by dr . donnelly oxford  candidate 2 : no real investment banking / energy risk experiences . . . but , asked  me to get him out in london as he and his wife lived / worked there for ford  credit europe . has operational risk skills and experience ! can probably steal  him away from ford ( ford has no agreement with me ) . . . he is fair game .  thanks for the consideration !  jeff  always held in strict confidence .  jeff wesley  949 813 2241 hotline  347 487 8957 voice / fax us  + 44 ( 845 ) 3341644 uk  * get free , secure online email at http : / / www . ziplip . com / *  - oxfordagent 9498132241 . doc  - fordmattagent 9498132241 . doc"
ham, vince kaminski bullet points  * definition of price volatility  * historical vs . implied vs . model derived volatility  * estimation of volatility from historical data in the presence of  ? ? ? ? ? ? - seasonality  ? ? ? ? ? ? - jumps  ? ? ? ? ? ? - fat tails  * stochastic volatility models  * recent cases of extreme price volatility in the power markets in the us :  the causes and remedies
ham," mit research on bandwidth pricing  gentlemen :  amit is a former mit sloan student whose research was sponsored by a program  set up by tom gros to learn more about bandwidth pricing and market effects .  we worked with him quite a bit for a while , as did vince kaminski and stinson  gibner , on this project . well , he has finally graduated and is in the  process of having his thesis published . he has offered to come down to  present his findings to anyone interested , so i am inquiring as to your level  of interest in order to schedule a meeting , if appropriate .  below is a short description of his work . please let me know your thoughts  and if you have any questions .  thanks , jay .  - -  james f . hawthorn  enron broadband services  global bandwidth risk management  + 1 713 853 7606 telephone  + 1 713 646 8795 facsimile  - - - - - forwarded by jay hawthorn / enron communications on 03 / 29 / 01 09 : 15 am  - - - - -  adhadwal @ mit . edu  03 / 20 / 01 03 : 50 pm  to : jay hawthorn / enron communications @ enron communications , adhadwal @ mit . edu  cc :  subject :  hi jay ,  as per our discussion this morning , will be terrific to come on down to talk  about the results of my thesis related to pricing & risk management of  forward contracts on bandwidths . thanks to the support from enron for this  work !  here ' s a brief description .  we addressed the problem of pricing and risk managment of forward contracts  on bandwidth under uncertain future available supply . this exposes the  seller to both the risk of perishability as well as the risk of  overcommitments . we consider a variety of selling strategies to map  commitment risk , and show how forward pricing varies over time under these  strategies . the managerial insights into dynamic forward pricing are neat !  have several graphs from simulations , and several math proofs .  there are two technical pricing papers from this thesis , now submitted for  publication . it will be great to share this knowledge with enron , thanks to  your support for the work , and also discuss how the results may be mapped  with real - life , possible modifications , and finally how they may be  programmed and used .  let me know your thoughts and interest level - maybe someone from vince ' s  group as well ? i can make the talk as technical as you want , depending on  the audience . at its core , it is math - heavy , but the insights can easily be  translated to a high - managerial level view , a more detailed trader - level  view , or a super - detailed research level view .  cheers ,  - amit"
ham," eol presentation  thank you for meeting with the students from rice university ' s jesse h . jones graduate school of management in april . the students greatly appreciated the opportunity to talk with you . your perspective and insights into eol and its competitors helped the students gain much more useful information in their interviews with enymex , houstonstreet . com , ice , dynegydirect , and other energy e - commerce platforms .  the students will present the results of their research next monday ( may 7 ) at 4 : 00 p . m . in room 49 cl . we would be delighted if you can attend their presentation . if you cannot attend but would like a copy of their final report , please feel free to let me know and i will make sure you get it .  thanks again for your help ."
ham," interviews for gary hickerson - wednesday , november 1 , 2000  mike / vince :  your schedule to interview nancy beaty for gary hickerson ' s position is  below :  wednesday , november 1  mike roberts 4 : 30 pm ebl 938  vince kaminski 5 : 00 pm ebl 938  shirley"
ham," re : howard haughton : no can do for wed / thurs .  jeff ,  my associates are leaving for london tonight ( monday ) .  they can still interview howard on tuesday afternoon .  vince  "" $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ "" on 01 / 29 / 2001 02 : 23 : 12 pm  please respond to "" $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ ""  to : rachel . quirke @ enron . com , vince . j . kaminski @ enron . com  cc :  subject : howard haughton : no can do for wed / thurs .  hi rachel . please read the following email from my collegue in the uk who  spoke directly to howard a bit ago by tele about wed / thurs interview .  can we do this alternative he suggested ? we will have to reschedule - maybe  ny ? or after howards trip in houston ?  thanks ,  jeff  hi jeff ,  i ' ve bad news . howard is off to new york on wednesday for 10 days until the  10 th of feb . either enron could fly him to houston after his holiday or  maybe vince ' s team could get out to new york . let me know .  regards  vuthy  * get free , secure online email at http : / / www . ziplip . com / *"
ham," re : hello from vince kaminski at enron  vince ,  thank you for forwarding the following messages . i am sorry that i am just  now getting back to you , my lotus notes was down all afternoon yesterday .  we currently have the cal berkeley general presentation set for wednesday ,  october 18 th at 7 : 00 p . m . which works out well because it is just prior to  the time deadline for students to submit their resumes . the general  presentation is a general overview of enron , the program , the interview  process , as well as a chance for students to meet and chat with enron reps .  since this is the first year that we are recruiting from cal berkeley , i  think that it is important that i attend this event on campus so that i can  answer any interview process questions . i will check the schedule and see if  it is possible to move the presentation to the 23 rd . the only negative is  that i will not be able to attend because i will be conducting interviews at  rice that day . also , it is very difficult to find a location to hold the  presentation , and i need to check on location availability on the 23 rd .  however , i do think that we should take advantage of the seminar on campus .  this may mean that they are two seperate trips to campus . perhaps , we can  also set up some other presentations for the 23 rd or even the monday prior .  although i would like to be able to attend the class / seminar presentations , i  don ' t think that it is as vital as the general presentation .  what are your thoughts ?  thanks ,  ashley  vince j kaminski @ ect  08 / 24 / 2000 08 : 58 am  to : "" shmuel oren ""  cc : vince j kaminski / hou / ect @ ect , ashley baxter / corp / enron @ enron  subject : re : hello from vince kaminski at enron  shmuel ,  thanks for the message . i am working with our recruiter , ashley baxter ,  to finalize the date of the trip . i shall shoot for october the 23 rd  if this date works for the rest of our team .  vince  "" shmuel oren "" on 08 / 23 / 2000 11 : 46 : 19 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : hello from vince kaminski at enron  dear vince .  i sent you a reply earlier this month but i haven ' t heard from you about the  date of your visit . our department has a seminar every monday . if you can  schedule your visit on a monday i would like to invite you to give a seminar  which will be attended by many of our graduate students and faculty and will  give you an opportunity to tell them about your program . with sufficient  lead - time i can advertise the seminar in the hass school to their financial  engineering students .  shmuel .  shmuel s . oren , professor  dept . of industrial engineering  and operations research  4117 etcheverry hall  university of california  berkeley , ca 94720 - 1777  e - mail : oren @ ieor . berkeley . edu  phone : ( 510 ) 642 - 1836 or 5484  fax : ( 510 ) 642 - 1403  - - - - - original message - - - - -  from :  to : ; ;  sent : tuesday , august 08 , 2000 10 : 59 am  subject : hello from vince kaminski at enron  > shmuel ,  >  > i hope you remember me . i visited you together with aram sogomonian , a  > good friend of mine , a few years ago . i am currently responsible , among  > other things , for recruiting graduates with finance and / or technical  > backgrounds at the university of berkeley . i would be glad to give you a  > call and talk more about the details of our program . my colleague ,  > ashleybaxter , from the analyst / associate program at enron would join me  > as well .  >  > i am sending you a copy of the brochure about the analyst / associate  > program .  >  > vince kaminski  >  >  > vincent kaminski  > managing director - research  > enron corp .  > 1400 smith street  > room ebl 962  > houston , tx 77002 - 7361  >  > phone : ( 713 ) 853 3848  > fax : ( 713 ) 646 2503  > e - mail : vkamins @ enron . com  >"
ham, great divide lodge  vince and shirley :  i have spoken with steve collins the national sales manager at great divide  lodge . he has agreed to honor our $ 6000 . 00 credit as long as we fulfill the  following two requirements :  confirm reservations prior to july 31  hold event prior to thanksgiving  the appropriate contact number is 970 . 453 . 3152 steven collins  thanks for working with us on that .  paula
ham," rice / enron finance seminar series  rice / enron finance seminar series participants :  we are getting ready to kick off the 2000 / 2001 enron finance seminar series  at rice university .  you can find the current schedule at http : / / www . ruf . rice . edu / ~ jgsfss / .  note that this is a new web address .  for your convenience , here are the dates and speakers lined up so far :  sept 22 jeff pontiff , u . of washington  sept 29 len mirman , u . of virginia  oct 6 charles lee , cornell  oct 13 george allayannis , darden  oct 20 william goetzmann , yale  nov 17 yacine ait - sahalia , princeton ( joint seminar with rice economics )  mar 9 paul schultz , notre dame  apr 27 luigi zingales , u . of chicago  lined up for the spring but date not yet scheduled :  tim bollerslev , duke university  matthew richardson , new york university  as changes are made to the schedule , i will notify the distribution list .  in addition , as we have done in the past , we will post the abstract and a  downloadable version of the paper ( if available ) to the website a week or  two before the seminar . the website will also provide a link to the  speaker ' s homepage so you can access his or her biographical  information . if the paper is not available at the website , i will send a  hardcopy to interested jones school faculty , to felecia jones ( economics ) ,  latha ramchand ( university of houston ) , and vince kaminski ( enron ) .  i will e - mail an announcement before each seminar , reminding you of the  seminar date , time , and location . the distribution list will include  everyone that receives this e - mail . please contact me at ostdiek @ rice . edu  if you would like to be deleted from the mailing list or if you know of  someone who should be added ( new phd students , new faculty , etc . ) .  bbo  barbara ostdiek  assistant professor of finance  jones graduate school of management  rice university  6100 main street - ms 531  houston , tx 77005 - 1892  713 - 348 - 5384 ( voice )  713 - 348 - 5251 ( fax )  ostdiek @ rice . edu  www . ruf . rice . edu / ~ ostdiek /"
ham," re : pre - meeting weathereffects site cruise  sold ! i ' ll initiate the call .  - - - - - original message - - - - -  from : vince j kaminski [ mailto : vince . j . kaminski @ enron . com ]  sent : friday , june 30 , 2000 3 : 44 pm  to : ekrapels @ esaibos . com  cc : vince j kaminski  subject : re : pre - meeting weathereffects site cruise  ed ,  thursday works for me . what about 10 : 30 my time ?  vince  "" edward krapels "" on 06 / 30 / 2000 02 : 43 : 00 pm  please respond to  to : "" ' vince j kaminski ' ""  cc :  subject : re : pre - meeting weathereffects site cruise  how about thursday , july 6 ?  - - - - - original message - - - - -  from : vince j kaminski [ mailto : vince . j . kaminski @ enron . com ]  sent : friday , june 30 , 2000 3 : 29 pm  to : ekrapels @ esaibos . com  cc : vince j kaminski  subject : re : pre - meeting weathereffects site cruise  ed ,  a correction . i shall spend an entire day at prc ( performance review )  on friday , july 7 . can we do on another day  vince  "" edward krapels "" on 06 / 30 / 2000 12 : 40 : 59 pm  please respond to  to : "" ' vince j kaminski ' ""  cc :  subject : re : pre - meeting weathereffects site cruise  i ' ll still be here in boston so we ' d do it over the phone . ok ?  - - - - - original message - - - - -  from : vince j kaminski [ mailto : vince . j . kaminski @ enron . com ]  sent : friday , june 30 , 2000 12 : 11 pm  to : ekrapels @ esaibos . com  cc : vince j kaminski  subject : re : pre - meeting weathereffects site cruise  ed ,  will you be in houston on that day or we shall do it over the phone ?  vince  "" edward krapels "" on 06 / 30 / 2000 09 : 13 : 04 am  please respond to  to : "" ' vince j kaminski ' ""  cc : "" jeffrey shorter \ ( e - mail \ ) ""  subject : pre - meeting weathereffects site cruise  vince ,  how about a pre - meeting web site cruise on friday , july 7 at 11 am edt ?  ed  - - - - - original message - - - - -  from : vince j kaminski [ mailto : vince . j . kaminski @ enron . com ]  sent : friday , june 30 , 2000 9 : 52 am  to : ekrapels @ esaibos . com  cc : vince j kaminski  subject : re : next visit to houston  ed ,  july 12 , 2 : 30 it is . i would like the pre - meeting site cruise .  how can we arrange it ?  vince  "" edward krapels "" on 06 / 30 / 2000 04 : 00 : 53 am  please respond to  to : "" ' vince j kaminski ' ""  cc : "" jeffrey shorter \ ( e - mail \ ) ""  subject : re : next visit to houston  vince ,  we ' re all set for 2 : 30 on july 12 . how about a pre - meeting web site cruise  on friday , july 7 at 11 am edt ?  ed  - - - - - original message - - - - -  from : vince j kaminski [ mailto : vince . j . kaminski @ enron . com ]  sent : thursday , june 29 , 2000 5 : 04 pm  to : ekrapels @ esaibos . com  cc : vince j kaminski ; shirley crenshaw  subject : re : next visit to houston  ed ,  wednesday , july 12 , 2 : 300 will work for me .  i shall be glad to review your website - -  www . weathereffects . com . i shall invite some  people who work on electricity in  my group to join me .  vince  "" edward krapels "" on 06 / 29 / 2000 03 : 53 : 40 pm  please respond to  to : "" ' vince j kaminski ' ""  cc : "" jeffrey shorter \ ( e - mail \ ) ""  subject : re : next visit to houston  vince ,  good to hear from you and i ' m glad you ' re available . how is wednesday at  2 : 30 ?  i did look at eol and am not surprised to see its quality . i was unable to  say much about it in my risk electricity hedging and trading report because  of deadline pressures . how is the site doing ? i am intrigued by the  competition for trading platforms and was astonished to hear that goldman ,  morgan , bp and shell were going to launch a site to compete with yours . talk  about a shotgun marriage !  if we have time next week , i could step you through our website - -  www . weathereffects . com . i ' m very proud of what we ' ve done . i can ' t give out  a password yet but would be happy to walk through the site with you over the  phone using my password . it ' s a very ambitious site - - with state - of - the - art  wsi weather ( seasonal , 6 - 10 , and day to day ) driving a good load model for  pjm and nepool . esai contributes oil and gas input price forecasts , capacity  judgments , and "" herding "" ideas to develop power price forecasts for same  time periods . after one month ' s full - bore effort , i ' m pleased with the  results ( e . g . , we forecast nepool onpeak to be $ 43 and it turned out $ 46 ) .  have a great weekend .  ed  - - - - - original message - - - - -  from : vince j kaminski [ mailto : vince . j . kaminski @ enron . com ]  sent : wednesday , june 28 , 2000 5 : 29 pm  to : ekrapels @ esaibos . com  cc : vince j kaminski ; shirley crenshaw  subject : re : next visit to houston  ed ,  i shall be available on both days . what about wednesday ,  july 12 , between 1 : 30 and 4 : 00 . please , let me know  what time would work for you .  it will be nice to see you again .  vince  p . s . by the way , did you have a chance to take a look at the eol ?  "" edward krapels "" on 06 / 28 / 2000 02 : 49 : 41 pm  please respond to ekrapels @ esaibos . com  to : vince j kaminski / hou / ect @ ect  cc :  subject : next visit to houston  dear vince ,  i will be returning to houston during the week of july 10 .  esai and weather services international have launched - - after more than 18  months of r & d - - our service , called energycast power trader and energycast  gas trader , for power traders in nepool and pjm . i would be happy to review  the service with you as well as take you on a tour of our web site . are you  available on july 12 - 13 ?  sincerely ,  ed krapels"
ham," re : introduction meeting : rac london quants and houston research  hi vince ,  thanks for organizing the meetings , and a special thanks for organizing the  reservations for the dinner .  i am looking forward the visit to houston .  rodrigo  vince j kaminski  24 / 08 / 2000 20 : 25  to : rodrigo lamas / lon / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : re : introduction meeting : rac london quants and houston research  rodrigo ,  i think it is churrasco ' s , a south american restaurant .  i shall make reservations for the 12 th . i shall also  arrange the meetings on tuesday with different units of the research group .  vince  rodrigo lamas  08 / 24 / 2000 01 : 59 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : introduction meeting : rac london quants and houston research  vince ,  thank you very much .  i would rather talk to your group on sep the 12 th ( tuesday ) .  i hope i will be entitled to disturb them again during the rest of the week  as well .  we can certainly go out for dinner . steven mentioned a brazilian restaurant he  went to and i am looking forward going there . this in case you are not  vegetarian .  thanks again ,  rodrigo  vince j kaminski  24 / 08 / 2000 19 : 54  to : rodrigo lamas / lon / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : re : introduction meeting : rac london quants and houston research  rodrigo ,  we shall be very glad to meet you .  if you can dedicate one day to meeting the members of the research group i  could arrange a series of meetings with different units .  what about sep the 11 th or sep the 12 th ( monday or tuesday ) ?  if you are free one evening we can have dinner together .  vince  rodrigo lamas  08 / 24 / 2000 11 : 01 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : introduction meeting : rac london quants and houston research  vince ,  i work for the market risk rac london group . i review the quantitative issues  arising from enron europe models .  i am in this function given my background ( phd from imperial college - london )  and also due to my past experience  as risk manager for a brazilian investment bank and louis dreyfus .  my agenda includes the review of a number of deals ( wessex , tpl , eastern ,  . . . ) , as well as the  review of the construction of european gas and power price curves and their  respective volatility curves .  currently i am devoting most of my time to the analysis of the uk gas market ,  its respective  price curve and term structure of volatility .  bjorn and david suggested it could be very productive if i had the chance to  meet you and your team  to discuss issues related to modelling prices and risk measurement tools .  i will be in houston from the 10 th to 15 th september . i wonder if you could  book some time for me in  your agenda and also ask some members of your team to do the same .  thanks ,  rodrigo"
ham," alp presentation  vince and ken ,  dean gil whittaker of the rice business school has also confirmed ! ! pass the  word on to the students ( no pressure ! ! ha ! ! )  -  i think i ' ll go ahead and put the word out to some of the active rice alums  here at enron - - it ' ll be a great event !  thanks !  - - christie .  - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 04 / 11 / 2001  03 : 20 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" gilbert r . whitaker , jr . "" on 04 / 11 / 2001 03 : 15 : 28 pm  to : christie . patrick @ enron . com  cc :  subject : re : alp presentation  christie -  i have rearranged my schedule and will be very pleased to attend the alp  presentation and dinner at enron .  thanks .  gil  at 06 : 01 pm 4 / 10 / 01 - 0500 , you wrote :  > president gillis and dean whitaker ,  >  > enron would be honored with your presense at the presentation set forth  > below .  >  > under the guidance of vince kaminski and his team here at enron , we are  > thoroughly enjoying working with this group of bright and enthusiastic rice  > students . we hope you can join us for the culmination of their significant  > efforts .  >  > please let me know - - thanks ! !  >  > - - christie .  > - - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 04 / 10 / 2001  > 05 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  >  >  > vince j kaminski  > 04 / 10 / 2001 08 : 13 am  >  > to : barrett @ rice . edu , uecker @ rice . edu , cmiller @ rice . edu ,  > lounghrid @ rice . edu , luigical @ rice . edu  > cc : vince j kaminski / hou / ect @ ect , christie patrick / hou / ect @ ect , shirley  > crenshaw / hou / ect @ ect , kenneth parkhill / na / enron @ enron  >  > subject : alp presentation  >  > on behalf of enron corp . i would like to invite you to an alp project  > presentation by a group of students  > of jesse h . jones graduate school of management , rice university .  >  > the students will present the results of a research project regarding  > electronic trading  > platforms in the energy industry .  >  > the presentation will be held on may 7 , at 4 : 00 p . m . at enron , 1400 smith .  >  > we would also like to invite you to dinner , following the presentation .  >  >  > vince kaminski  >  > vincent kaminski  > managing director - research  > enron corp .  > 1400 smith street  > room ebl 962  > houston , tx 77002 - 7361  >  > phone : ( 713 ) 853 3848  > ( 713 ) 410 5396 ( cell )  > fax : ( 713 ) 646 2503  > e - mail : vkamins @ enron . com"
ham," pjm customer load reduction pilot program approved  message sent from the pjm - customer - info mailing list at  pjm - customer - info @ majordomo . pjm . com :  august 4 , 2000  norristown , pa :  the members committee of pjm interconnection , llc approved a customer load  reduction pilot program following approval last week by the federal energy  regulatory commission ( ferc ) . the program targets existing on - site generation  and load management programs at facilities such as hospitals , hotels ,  factories ,  and stores during emergency conditions . after september 30 th , the end of the  trial period for the program , the program will be evaluated to determine its  success . the evaluation will explore program improvements in order to enhance  the program as a way to address potential capacity shortfalls next summer .  related procedures for interconnecting generation under 10 mw will be discussed  through pjm ' s committee process for additional advisory input and will be  refiled for further consideration by the ferc after the stakeholder process .  the pilot program was designed through a collaborative fast - track effort of  the  pjm distributed generation user group . currently , there are 35 participants  registered for the program representing a total of 61 . 5 mw . the smallest of  these generators represents 200 kw and the largest represents 15 mw . this user  group ' s efforts are consistent with the federal energy regulatory commission ' s  recent initiative to support interim procedures to assist with the on - going  efforts to maintain a reliable electric power system during the summer months .  distributed generation benefits the system by either reducing demand or  providing additional generating resources . the pilot program is designed to  provide additional flexibility during times of peak demand . it is not meant  to  replace pjm ' s successful generation interconnection process which deals with  generation projects applying to become part of regional capacity or to  interfere  with the active load management ( "" alm "" ) programs that are in operation .  please do not reply to this message . if you have a question for pjm customer  relations and training , please send an e - mail to custsvc @ pjm . com .  to unsubscribe from this list , send an e - mail to majordomo @ majordomo . pjm . com  containing only the following line in the body of the e - mail :  unsubscribe pjm - customer - info"
ham," fw : chapter 3 revisions  hi grant ,  ?  chris is travelling at the moment , so i ' m contacting you on his behalf with  regards to the status of ? the completion of the chapter . ? we are dependent  on receiving this as soon as possible , since all the chapters have been  typeset and are now in the final stages of the edit process . ?  ?  please let us know when you can send this over . ?  ?  also , let us know if we can do anything .  ?  sincerely ,  julie brennan  ?  lacima group  ?  - - - - - original message - - - - -  from : chris strickland  to : grant masson  cc : julie  sent : friday , august 11 , 2000 8 : 49 am  subject : re : chapter 3 revisions  hi grant ,  thanks for that . sorry for he delay but i ' ve been away for a few days .  timely executon would be good - we have just got the proofs back for all the  other chapters from the typesetters .  best regards .  chris .  - - - - - original message - - - - -  from : grant masson  to : chris strickland  sent : wednesday , august 09 , 2000 9 : 14 am  subject : re : chapter 3 revisions  >  >  > chris :  >  > my and ronnie ' s revisions are complete . ? vince is having a statistics guru  > colleague review the material for glaring errors . ? he should be sending  you the  > completed chapter within a day or so .  >  > regards ,  > grant .  >  >  >"
spam," localized software , all languages available .  hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .  just few examples :  - norton internet security pro 2005 - $ 29 . 95  - windows xp professional with sp 2 fuii version - $ 59 . 95  - corei draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 including ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianguage !  best reqards ,  valarie "
ham," re : benchmarking study  sally ,  thanks . the name of the person is at the bottom of this sequence of messages .  vince  enron north america corp .  from : sally beck 01 / 05 / 2001 09 : 27 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : benchmarking study  i passed this information along to some of my direct reports for their  thoughts , and truthfully didn ' t hear back from anyone and didn ' t follow up .  two years ago , we agreed to be part of a benchmarking study that was done by  aa ' s houston office ( interestingly enough , wes colwell was the aa partner who  led this effort ) and we had mixed results . the study was designed to cover  gas and power . despite our involvement in the steering committee , the study  itself was very , very detailed , such that it was troublesome to complete .  jim fallon at the time refused to submit information on the majority of the  questions surrounding power , so our survey data for power was not very  useful .  i would agree that at this time we will pass on this request . thanks for  passing it along , however . i would be happy to convey this directly to the  person that has contacted you . just let me know his / her name and number and  i will follow through on that if you would like .  hope that your holidays was enjoyable and that the new year will be a good  one for you . - - sally  vince j kaminski  01 / 03 / 2001 03 : 29 pm  to : sally beck / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : benchmarking study  sally ,  i gave you some time ago a brochure on this benchmarking study request .  they renewed their request for enron ' s participation .  what is your view on this ? do you think the benefits of knowing what ' s  going on offset the loss due information released and time spent on the  project .  my recommendation is to forget it .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 01 / 03 / 2001  03 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" theresa sanders "" on 12 / 27 / 2000 01 : 32 : 18 pm  to :  cc :  subject : benchmarking study  dear vince ,  peter nance and i wanted to follow - up our discussion of enron ' s participation  in our benchmarking study . have you discussed enron ' s participation in the  project with your colleagues ?  here is a small sample set of metrics that were taken from a comprehensive  list of over 700 metrics . the study group will decide which metrics to use .  with eei ' s credibility and teknecon ' s technical expertise , we intend to  become the industry standard in benchmarking . we would very much like to  have enron participate in the study .  i would be happy to set up another meeting with you and your colleagues with  peter nance if you think that would be helpful .  best regards ,  theresa sanders  director of business development  alliance of energy suppliers  edison electric institute  tel : 202 - 508 - 5183  - eei metrics - short list . xls  - ebrochure . doc  - riskbenc . ppt"
ham," independent variables for ene regressions  brad ,  as we discussed , it ' s very difficult to find drivers of the ene stock ' s  behaviours . we investigated about 30 comparable stocks , 10 capital market  indices , and three energy commodity indices . regular regressions as well as  regressions with different legs and leads were performed . some variables  show significant correlated with ene stock during particular time periods ,  but most of those correlation disappears when we tested them over different  or longer time periods .  only two variables , s & p utility index ( spxu ) and dow jones utility  index ( util ) , show stable and significant relationship with ene stock ( a  summary of these relationship can be found in the attached file  "" outputsummary "" ) . but as you can see , the r 2 are below 30 % . also , the ? durbin - watson statistics tell us to be careful about autocorrelation . ? basically , the regression analysis so far confirms our original opinion - - ? it ' s hard , if not impossible , to find out any real driver of the ene stock . ? after enron added new core business several month ago , the stock behaved more ? or less like a tele _ comm stock , which suggests that enron stock has entered ? into a new phase . to capture , at least trying to capture , its ? characteristics in the new phase , we need a lit bit more time to cumulate the ? market date . ? ? let me know if you need me investigate more variables or you come up with ? some new thoughts . ? ? ? ? vincent ? ?"
spam," all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishing software from corei , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professionai  $ 150 adobe premiere pro 1 . 5  $ 90 corei designer 10  $ 90 quickbooks 2004 professional edition  $ 75 adobe paqemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe goiive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere eiements  $ 125 corei painter lx  $ 80 adobe iilustrator cs  $ 80 adobe indesign cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 ulead cool 3 d production studio 1 . 0 . 1  $ 90 alias motion builder 6 professional  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop elements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincerely ,  terri "
