emails,target
"Subject: re : stinson gibner
paula :
he should access eci on our equipment , and the work that he is doing for ena
should be provided by them .
lyn :
can he bring his current pc with him , or can you provide him with another
system ?
thanks
richard weeks
enron communications inc .
purchasing manager
713 - 853 - 6995
paula corey
01 / 10 / 00 08 : 44 am
to : richard weeks / enron communications @ enron communications , culley
harrelson / enron @ gateway
cc : vince j kaminski / hou / ect @ ect , richard weeks / enron communications @ enron
communications
subject : stinson gibner
gentlemen :
stinson gibner will be joining us at desk location 4415 c . i have spoken with
it re : a new laptop for him on the eci lan . he will also need access to his
ect ( ena ) system . how should we proceed with duplicating his workstation from
19 ?
thank you
paula",0
"Subject: re : uk : reconciling the spreadsheet and risktrac var numbers
hi , tanya :
the factor loading results for the eff _ dt = ' 12 - dec - 2000 ' are available on
the rms _ stage database .
the parameters being used :
effective _ date = ' 12 - dec - 2000 '
start _ date = ' 12 - sep - 2000 '
end _ date = ' 12 - dec - 2000 '
please check the result in the database with :
factor _ def _ id = 1510
basis _ map _ id = 1562
corr _ def _ id = 1280
notice : this is only a testing result !
jin
tanya tamarchenko
12 / 15 / 2000 05 : 20 pm
to : debbie r brackett / hou / ect @ ect
cc : vince j kaminski / hou / ect @ ect , rabi de / na / enron @ enron , jin yu / hou / ect @ ect ,
wenyao jia / hou / ect @ ect , ganapathy ramesh / hou / ect @ ect
subject : re : uk : reconciling the spreadsheet and risktrac var numbers
debbie ,
we asked dba to refresh stage this monday .
it was refreshed on thursday . jin is running vatrfacs today ( friday ) to
create correlations and factors .
then , according to our plan , we will ask ramesh to run var on these inputs .
we will send the inputs to you to run var in the spreadsheet and reconcile
the results for uk .
tanya .",0
"Subject: calpine daily gas nominations
aimee , our scheduled maintenance starts saturday night at midnight and will
continue most of the month , per our scheduled maintenance letter sent in
january . the plant should burn around 85 , 000 on saturday . beginning sunday
until the end of the maintenance period , the estimate will be 65 , 000 to
68 , 000 . i will be out of the office monday and will update the volumes on
tuesday . if you have question call aron childers at 713 - 830 - 8811 . thanks .
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax",0
"Subject: ! ! ! exciuslve y - oun - g models ! ! ! : )
hello dear member : )
! visit us at : http : / / extreme - young . lu 4 shiy . biz / le /
this g ! rls are only 18 !
exciusive young models !
explict h a r dc o r e
lessian scenes
tous for jou
tons hq images videos
! visit us at : http : / / extreme - young . lu 4 shiy . biz / le /
declaimer :
you receive this newsletter because previously you was a member of one
of our pay sites . when you joined in terms condition we mentioned
that we will sometimes send you a newsletter .
re m o v e from l i s t : crazyporno 4 you 2004 @ yahoo . com
",1
"Subject: re : meter 5892
daren :
sorry it has taken so long to get back to this issue , i am with ees now .
karen lindley allocates this point but i feel the need to help her because
this issue came to light while i was in transition .
exxon allocates this point and we receive a allocation statement from them on
a monthly basis .
december 2000
the total flow at the meter was 646 mmbtu . i copied esther garcia on this
e - mail so that she can look into the possibility that there is a measurement
error . esther will need to respond to karen on the matter of the possible
measurement error . furthermore it seems odd to me that scheduling had 8 , 928
mmbtu confirmed at this point and only 646 mmbtu flowed . i would ask mark
where he got his confirmed volumes from . as a temporary fix i reallocated
the meter and gave the total flow to alpine resources . they will be short
paid in their minds until ester and karen can get the possible measurement
error issue resolved . i would also suggest that mark and karen get together
to review the scheduling of this point so that karen can call exxon to
reconcile their allocation with what we have ( the additional alpine deal ) at
this point . charlene can redraft her invoice on monday 2 / 26 / 01 that will
show the 646 mmbtu going to alpine .
january 2001
again scheduling has 9 , 193 confirmed at this meter when on 3 , 241 mmbtu
flowed . i temporarily reallocated the meter so that the entire volume that
flowed went to alpine . they remain 10 mmbtu short paid but charlene can
redraft her invoice and pay them something until mark ( validity of other
deals at this point ) and karen ( exxon ' s allocation of this point ) can get
this issue resolved .
there is also the issue with the exxon transport at this point that was
scheduled at 1 , 500 mmbtu per month for the months in question . this
transport affects the allocation at the king ranch tailgate on the exxon 024
contract . i copied howard camp who will be training the contractor that will
take my place in volume management so that he can stay on top of the
resolution of this issue .
fred
daren j farmer @ ect
02 / 23 / 2001 03 : 30 pm
to : fred boas / hou / ees @ ees
cc :
subject : re : meter 5892
fred ,
why is nothing being allocated to alpine ? this is a good deal we have in
place with them and i really need the problem resolved .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 02 / 23 / 2001
03 : 27 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
charlene richmond
02 / 23 / 2001 02 : 36 pm
to : daren j farmer / hou / ect @ ect
cc : vance l taylor / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa k
ratnala / hou / ect @ ect , melissa graves / hou / ect @ ect , fred boas / hou / ees @ ees
subject : re : meter 5892
i need help ! john childres with alpine is getting made and wants to be
paid . i have nothing to pay him . he is looking for payment of dec . 2000 ,
and jan . 2001 . john needs to pay his royalty owners .
would someone please help me get this matter resolved .
charlene richmond
02 / 21 / 2001 05 : 38 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : meter 5892
i spoke with karen lindley about volume not being allocated . she said that
she passed it on to fred boas .
daren j farmer
02 / 21 / 2001 04 : 46 pm
to : charlene richmond / hou / ect @ ect
cc : fred boas / hou / ees @ ees , melissa graves / hou / ect @ ect , karen
lindley / corp / enron @ enron
subject : re : meter 5892
i have done deals with john at this point . why are we not being allocated
any volume ?
d
charlene richmond
02 / 21 / 2001 02 : 59 pm
to : fred boas / hou / ees @ ees , daren j farmer / hou / ect @ ect , melissa
graves / hou / ect @ ect
cc : karen lindley / corp / enron @ enron
subject : meter 5892
i am getting several phone calls from alpine resources demanding to be paid
for meter 5892 and there is nothing there to be paid .
the person name doing the requesting is john childers and he said that he
spoke to daren farmer . he is looking for 859 mmbtu ' s for december , 2000 and
3 , 251 mmbtu ' s for january 2001 . this is on the katy gas unit . if anyone
would like to talk to john his phone number is 281 - 646 - 0232
charlene
x 31539",0
"Subject: march nominations at shell deer park
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 02 / 22 / 2001
10 : 19 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" shankster jl ( luther ) "" on 02 / 22 / 2001 10 : 07 : 34 am
to : "" ' lamphier , gary ' ""
cc : "" carter , john "" , "" ricks , ruth ""
, kyle . r . lilly @ enron . com , mary . poorman @ enron . com
subject : march nominations at shell deer park
gary ,
march 2001 nominations for gas delivery to shell deer park are as follows :
firm baseload - 75 , 000 mmbtu / d
spot swing supply - 0 ( zero )
delivery of the above contract quantities is expected to be as follows :
hpl - hp hpl - e hpl - s
firm 15 , 000 mmbtu / d 25 , 000 mmbtu / d 35 , 000 mmbtu / d
turnaround activity started in january is expected to be completed in the
second half of march .
please let me know if you have any questions
j . luther shankster
energy & utilities planning
> phone : 713 / 277 - 9307
> fax : 713 / 277 - 9941
> e - mail : jlshankster @ equiva . com
> home page : http : / / rsweb
>",0
"Subject: re : testing ir & fx var
nick and winston ,
i understand that ir & fx var numbers are calculated every day in risktrac .
this results are overwritten
everyday in the database table by the official numbers calculated with the
old version of the code .
for the consistent testing we need historical results for each ir and fx
sub - portfolio .
can we store the numbers every day ?
tanya",0
"Subject: shrugging
cormier , }
_ 95 % 0 ff for
all - v _ i - a - g _ r a ; *
c - i a - - l - is , #
l - e vi _ _ tra . #
satire , ] and explained that , impudent , cracked voice responded ,
wile , seen quite distinctly , parboil , next there stood .
tor , and even tittered , beastie , now they could ,
suzerainty , authority is violence , kitchenette , at once from .
",1
"Subject: black table for conference room and file cabinet
hi reggie :
conference room eb 19 c 2 is in need of a round black table to hold the
telephone . is there one available ?
also we would like a two - drawer lateral file cabinet for eb 19 c 2 .
co . # 0011 , rc # 100038 .
thanks and have a great day !
shirley
3 - 5290",0
"Subject: want to lose up to 19 % weight . try adipren !
hello , here ' s a special offer for you . . .
you want to lose weight ?
the most powerful weightloss is now available
without prescription . all natural adipren
100 % money back guarantee !
- lose up to 19 % total body weight .
- loss of 20 - 35 % abdominal fat .
- up to 300 % more weight loss while dieting .
- reduction of 40 - 70 % overall fat under skin .
- suppresses appetite for sugar .
- increase metabolic rate by 76 . 9 % without exercise .
- burns calorized fat .
- boost your confidence level and self esteem .
now with the exclusive nepirem cinicia process .
get the facts about all - natural adipren : http : / / www . sister 31 . com /
specifics latest preferences australia amended identical ) rfc 3066 implications
",1
"Subject: producer shut - in list for victoria 18 "" line work
think he forgot you on this list ! !
- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hou / ect on 12 / 29 / 99 03 : 05
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary a hanks 12 / 29 / 99 02 : 49 pm
to : connie sutton / hou / ect @ ect , lauri a allen / hou / ect @ ect , pat
clynes / corp / enron @ enron , melissa graves / hou / ect @ ect , mary
solmonson / hou / ect @ ect , james mckay / hou / ect @ ect
cc : earl tisdale / hou / ect @ ect , gary besancon / gco / enron @ enron , rodney
rogers / gco / enron @ enron , shawna flynn / hou / ect @ ect
subject : producer shut - in list for victoria 18 "" line work
hpl will be completing tie - ins to replace the guadalupe river crossing on the
swinney to victoria 18 "" . the following meters will be shut in at
approximately 8 : 00 am on january 4 , 2000 and be brought back on - line sometime
during the evening of january 6 , 2000 :
986833 marks # 1 common point
989730 swickheimer
984056 cologne
985754 battle fld
985982 coletto creek
986063 mokeen
986140 swickheimer
989620 duty # 1
984046 apache
985547 freeman
989664 talber graham
986757 sheridan energy
985972 hughes & hughes
986668 pentex
985541 esperanza
984724 new horizons
984959 dynamic
985360 bnp petroleum
984143 hilcorp
984286 spindletop
985430 southern gas
989679 strand energy
989663 edge petroleum
985801 vintage
989629 petro corporation
986722 duke three rivers gas plant
989736 c & e berclair
989813 c & d lucas
986725 southern resources
986015 mider
985192 delhi sarco
if you have any question please feel free to call me at 36449 .
thanks
gary",0
"Subject: p . c .
what do i need to do in order to get this
p . c . early a . m .
please let me know .
thanks
kevin moore
very important
- - - - - - - - - - - - - - - - - - - - - - forwarded by kevin g moore / hou / ect on 12 / 22 / 99 06 : 30
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
kevin g moore
12 / 20 / 99 11 : 28 am
to : lyn malina / hou / ect @ ect , shirley crenshaw / hou / ect @ ect , vince j
kaminski / hou / ect @ ect , mike a roberts / hou / ect @ ect
cc :
subject : p . c .
we spoke about the p . c . for trisha tlapek .
location eb 3132 b .
co . # 0011
r . c . 100038
thanks
kevin moore
x 34710",0
"Subject: re : document
samantha ,
please schedule an interview with this candidate , mark mccoy 713 - 369 - 9281
for monday january 24 th .
i would like him to interview with daren farmer , gary hanks , and yourself . i
have already met with him outside
of the office . he will also need some sort of briefing on benefits if that
is possible . please let me know if this
is ok . also keep in mind that he is currently employed and has limited
flexibility . i believe that the date , january
24 th is a good day for him . i will be out of the office on jury duty but i
don ' t think that will be a problem . thanks ,
pat clynes 35578
resume is attached .
mmccoy 3617 @ aol . com on 01 / 16 / 2000 07 : 29 : 52 pm
to : pat clynes / corp / enron @ enron
cc :
subject : document
mr . clynes :
here is the document you requested . let me know if you have any questions or
require any additional information .
sincerely ,
mark mccoy
713 / 369 - 9281
- mresume . doc",0
"Subject: congratulations
vince
congrats on the promotion to md . well deserved and a sign of many years of
real service to the company . not a bit of controvery in the election process .
well done !
john",0
"Subject: kwbt bio - tech signs letter of intent , gcm
after the closing bell . . . getting a jump start on the next trading day kwbt bio - tech signs letter of intent . . . the loi is intended as a marketing agreement whereby kwbt will market rti ' s products in the china market utilizing its sales and distribution channels . rti is a leader in mycorrhiza and advanced nutrition products for new forest plantation , mine reclamation and erosion control , and is north america ' s number one producer of premium mycorrhizal inoculant . their planter pak technology combines a sophisticated blend of controlled release fertilizers in a simple and highly effective ` ` root zone delivery ' ' system . planters paks are safe to handle , economical and been shown to consistently increase plant biomass by 240 % to 400 % over non - treated seedlings in the irst three to five years . rti ' s proven technology has been used for over a decade in reforestation , mine reclamation , land restoration and ornamental applications . wei li , chairman and ceo of kwbt stated , ` ` kwbt is pleased to enter into this alliance with rti . their premium mycorrhizal products are best used in native vegetation restoration , forestry and agriculture due to their ability to form an extensive hyphal network in soil . ' ' li continued , ` ` desertification has been claiming land at the speed of 600 , 000 acres per year in china since the 1990 s . currently , total desertification in china stands at 650 , 000 , 000 acres , which is 27 . 3 % of the total area of the country . among this land , close to 20 , 000 , 000 acres are arable lands . reforestation has been a continuous effort that may reach up to 7 , 000 , 000 acres per year . ' ' li added , ` ` to enhance our product offerings and shorten the product development cycle , kwbt is continuously focused on forming relationships with selected companies in the united states whose products complement what kwbt is already doing in china . by increasing the number and diversity of products we offer to the marketplace , kwbt will establish itself as a key supplier of bio - agricultural products in china and eventually in the us markets as well . ' ' kwbt develops , manufactures and distributes innovative , cost - effective , and environmentally - safe bio - technological products to agricultural and environmental protection markets . the company ' s goal is to have people in china and elsewhere in the world eat healthier , drink cleaner and live longer . the company is a pioneer in commercialization of biotechnology , havingan offshore manufacturing base in shandong province , china and distributing bio - tech products worldwide . this press release contains information that constitutes forward - looking statements made pursuant to the safe harbor provisions of the private securities litigation reform act of 1995 . any such forward - looking statements involve risk and uncertainties that could cause actual results to differ materially from any future results described within the forward - looking statements . risk factors that could contribute to such differences include those matters more fully disclosed in the company ' s reports filed with the securities and exchange commission . the forward - looking information provided herein represents the company ' s estimates as of the date of the press release , and subsequent events and developments may cause the company ' s estimates to change . the company specifically disclaims any obligation to update the forward - looking information in the future . therefore , this forward - looking information should not be relied upon as representing the company ' s estimates of its future financial performance as of any date subsequent to the date of this press release . for more information on kwbt and its products , please refer to the website at : hereno more craftsperson delay ravine particle eclipse enzyme axe episode housework pocketful furtive guillemot beloit paleozoic scab moscow denudation startle byroad puerile emboss",1
"Subject: pay les for w ! ! ndows 2000 server
mit newsletter : pc optl 0 ns
we have all your favorite programs at incredibly low prices
check out these amazing offers
microsoft office xp pro 2002 . . . . . . . . . . . . . . . . . 60 do / / ars
corel draw graphics suite 11 . . . . . . . . . . . . . . . . . 60 do / / ars
windows xp professional 2002 . . . . . . . . . . . . . . 50 do / / ars
adobe photosh 0 p 7 . 0 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 60 do / / ars
get it while it lasts
check out your details
shawn morrow
cofferer
anawa trading sa , ch - 8602 wangen / zurich , switzerland
phone : 717 - 811 - 1354
mobile : 414 - 751 - 4651
email : lyswz @ xd 990 . com
this message is for confirmation
this file is a 67 minute usage version
notes :
the contents of this information is for understanding and should not be electrocardiogram carmen
additional information :
http : / / www . symantecstore . com
training serviceshttp : / / www . symantecstore . com / services /
quote inalterable tablet
time : wed , 01 dec 2004 22 : 08 : 59 - 0500",1
"Subject: re : cusip
vince , i am waiting to hear back from our compliance department on this . i
will get you the info as soon as i rec . it . i mailed the receipt for the
deposit today .
david c . walkup
sr . financial consultant
713 - 658 - 1685
800 - 456 - 9712
> - - - - - - - - - -
> from : vince . j . kaminski @ enron . com [ smtp : vince . j . kaminski @ enron . com ]
> sent : tuesday , december 19 , 2000 11 : 09 am
> to : david _ walkup @ ml . com
> cc : vince . j . kaminski @ enron . com
> subject : cusip
>
> david ,
>
> the cusip of the bond i have is 694308 efo
> pgc 8 . 375 % 5 / 1 / 25 lst & ref mortgage bond , ser 92 b .
>
>
> vince
>
>
caution : electronic mail sent through the internet is not secure and could
be intercepted by a third party . for your protection , avoid sending
identifying information , such as account , social security or card numbers to
us or others . further , do not send time - sensitive , action - oriented
messages , such as transaction orders , fund transfer instructions , or check
stop payments , as it is our policy not to accept such items electronicall",0
"Subject: the investor ' s toolbox
mcintyre ,
iogn - get in now - will explode by christmas - this stock is undiscovered stock gem
get in iogn now ! huge news - istorage networks , inc . receives orders for its network storage products
iogn issue will explode in next 2 - 3 days - big pr campaign underway
watch out for it . jump on board on wednesday by friday . . stock expected to soar - read news at the end of this profile . it will explode ! !
speculative target price in 1 - 2 days : $ 0 . 37 - 0 . 39
speculative target price in 10 days : $ 0 . 46
microcap marketing play of the week for our investors is istorage inc . play of the week tracks stocks on downward trends , foresees bottom and recommends up . iogn is our next profile :
iogn * * iogn * * iogn * *
istorage inc . was founded to deliver simple and affordable network storage solutions based around iscsi ( internet scsi ) and ip san ( internet protocol - storage area network ) . these product offerings are optimized for the mid - range market place including small medium businesses , departments , and workgroups for service applications such as server consolidation , data replication , disaster recovery , business continuity .
the key to istorage products is simplicity . easy to install . easy to manage . first class service and support in pre and post sales means resellers , oem  s and integrators can employ these products as solutions to data storage problems where the customer is not a networking rocket scientist . the key to working with istorage is that the company is entirely focused on supporting their channel partners and do not sell directly to end users .
istorage is based in new hampshire with an integration facility in knoxville , tennessee . sales offices in nh , california , london , frankfurt , beijing , dubai and bangalore . .
speculative target price in 1 - 2 days : $ 0 . 37 - 0 . 39
speculative target price in 10 days : $ 0 . 46
news
gilford , n . h . , dec 20 , 2004 / prnewswire - firstcall via comtex / - - istorage networks , inc . ( pink sheets : iogn ) announced today that it has been issued purchase orders valued at $ 90 , 000 ( ninety thousand usd ) for its network storage products .
about istorage networks :
istorage networks , inc . develops and markets network storage solutions that are specifically designed for the small to medium business . computer activity has obviously grown over the last few years , especially driven by electronic mail ( e - mail ) . this demand is further propagated by digital photos , video files and new high image applications . federal requirements for audit trails , medical records and as well as security , add to this acceleration for the need of network storage capacity . istorage with its expertise and experience in the worldwide storage industry , coupled with its technology and channel partners , can deliver products that are simple to use and affordable to meet these needs .
istorage products utilize a new and emerging technology called iscsi . iscsi , is an ip ( internet protocol ) based standard for linking data storage devices over a network and transferring the users data . from the storage side , iscsi uses the scsi command set , the core storage commands used throughout all storage configurations . on the networking side , iscsi uses ip and ethernet , which are the basis for most corporate networks . this revolutionary technology utilizes a standard disk drive interface and internet communications techniques , and provides an easy method for user ' s to manage data .
the purchase orders have been issued through the company ' s international resellers for projects in the automotive manufacturing and petrochemical refinery industry . these orders are the result of our efforts to date in developing the worldwide sales channel for our product offerings , said roger kirkland , vp sales and marketing for istorage . he also added the company is well positioned to support the growing marketplace in the small to medium business sector . these orders are for immediate shipment
speculative target price in 1 - 2 days : $ 0 . 37 - 0 . 39
speculative target price in 10 days : $ 0 . 46
read below before you invest : information within this email contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goals , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be forward looking statements . forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as : projects , foresee , expects , estimates , believes , understands will , part of : anticipates , or that by statements indicating certain actions may , could , or might occur . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . emerging equity alert advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice . please have in mind that the interpretation of the witer of this newsletter about the news published by the company does not represent the company official statement and in fact may differ from the real meaning of what the news release meant to say . look the news release by yourself and judge by yourself about the details in it .
in compliance with section 17 ( b ) , we disclose the holding of iogn shares prior to the publication of this report . be aware of an inherent conflict of interest resulting from such holdings due to our intent to profit from the liquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . since we own shares , there is an inherent conflict of interest in our statements and opinions . readers of this publication are cautioned not to place undue reliance on forward - looking statements , which are based on certain assumptions and expectations involving various risks and uncertainties , that could cause results to differ materially from those set forth in the forward - looking statements .
please be advised that nothing within this email shall constitute a solicitation or an invitation to get position in or sell any security mentioned herein . this newsletter is neither a registered investment advisor nor affiliated with any broker or dealer . this newsletter was paid $ 21300 from third party to send this report . all statements made are our express opinion only and should be treated as such . we may own , take position and sell any securities mentioned at any time . this report includes forward - looking statements within the meaning of the private securities litigation reform act of 1995 . these statements may include terms as expect , believe , may , will , move , undervalued and intend or similar terms .
",1
"Subject: thel 0 all - timebestsoftwareforyou
it ' shere
it ' sjustforfun
teotihuacan
sunblind and sweating ,
we weaved down dusty lanes ,
past volcanoes spewing ashen memories
that blanketed peasant farmers
camping on the hillsides
fields woven with agave
skipped by our
rickety mexican coach
as sand danced on its windows ,
screening our world in bronze
anabella pulled her white hat over her eyes
and closed them to a slit
as the sun warmed my back ;
suenos con los angelitos ,
i breathed in broken spanish
",1
"Subject: randal , i can help you
ever been jealous of the monster cock porn stars ?
learn their secrets right here .
turn off notifications here .
pb international exports ltd
st . brenton # 9919 belize city , belize
",1
"Subject: perfect logo charset = koi 8 - r "" >
thinking of breathing new life into your business ?
start from revamping its front - end - logo and visuai identity .
loqodentity offers creative custom design of logos ,
stationery and web - sites . under our careful hand these powerfui marketinq toois
wili bring a breath of fresh air into your business
and make you stand out amonq the competitors .
you are just a ciick
away from your future success . click here to see the sampies of our artwork ,
check our prices and hot offers",1
"Subject: wti models
stinson and vince ,
i finalized the presentation for john lavorato , he said he is ready
to present it to greg . he is happy with the work we provided .
i will be on vocation starting next week . i attached the simulation models
here in case that you need them . the oc version deals with open - close
trading and cc version deals with continuous trading .
should you have any questions , or need to run different scenarios , please
call me at home . otherwise , i will see you next year .
merry chrismas and happy new year !
zimin",0
"Subject: re : genetic programming
todd ,
we have several members of the group who can help you . one of them is steve
leppard located
in london .
vince
to : vince j kaminski / hou / ect @ ect
cc :
subject : genetic programming
vince -
i am with the ebs venture capital group . we are looking at evaluating an
investment in a company called widevine out of seattle . part of their value
proposition involves certain patents on genetic programming . are you familiar
with that ? if so , can i set a meeting with you and a few other members of my
group to discuss on tuesday or wednesday ?
todd van roten
enron broadband ventures
office : ( 713 ) 853 - 3850
fax : ( 713 ) 646 - 8010
cell : ( 713 ) 305 - 0110",0
"Subject: hpl nom for march 2 , 2001
( see attached file : hplno 302 . xls )
- hplno 302 . xls",0
"Subject: duke energy field 8 / 00
please change the demand fee on deal 157288 for 8 / 00 from $ 9 , 575 . 45 to
$ 6 , 143 . 64 . we need to reduce our payment to duke . when i adjusted the over
delivery charge on the days we didn ' t nom , the demand amount changed . i
waited until duke agreed before i sent you this change .
thanks ,
megan",0
"Subject: re : emission trading
vince ,
i spoke with susan wood , who heads up our emissions marketing effort who
says we don ' t really have any materials we send out . she did recommend the
emissions trading handbook which can be purchased for $ 50 from
in general , the site http : / / www . etei . org / is a great source of info , and the
the parent site , http : / / www . emissions . org should be checked out as well . if
you ' d like me to purchase the handbook ( it will take three weeks ) let me know .
joe
vince j kaminski
12 / 16 / 99 08 : 15 am
to : joseph hrgovcic / hou / ect @ ect
cc : vince j kaminski / hou / ect @ ect
subject : re : emission trading
joe ,
do we have any materials about it ?
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 12 / 16 / 99
08 : 14 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
adam brulinski
12 / 14 / 99 08 : 22 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : re : emission trading
thank you in advance .
let me just mention that the issue is quite urgent so i would appreciate if i
could get sth asap .
adam
vince j kaminski
99 - 12 - 14 15 : 24
to : adam brulinski / war / ect @ ect
cc :
subject : re : emission trading
adam ,
let me gather some information for you .
vince
adam brulinski
12 / 14 / 99 08 : 08 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : emission trading
szanowny panie ,
chcielibysmy zaczac propagowac w polsce idee handlu prawami do emisji
zanieczyszczen . dlatego tez prosilbym o przeslanie , najlepiej droga emailowa
materialow dotyczacych tej koncepji - glownie chodzi mi o strone
"" merytoryczna "" .
z powazaniem ,
adam brulinski",0
"Subject: re : follow - up meeting on wharton
christie ,
this is regarding the risk management project .
i shall set up a separate meeting with jeff regarding wharton tiger team .
i would appreciate if you could call in as well .
vince
christie patrick
12 / 12 / 2000 10 : 14 am
to : shirley crenshaw / hou / ect @ ect
cc : james l bouillion / hou / ect @ ect , george carrick / hou / ect @ ect , vasant
shanbhogue / hou / ect @ ect , vince j kaminski / hou / ect @ ect
subject : re : follow - up meeting on wharton
hi shirley !
i ' ll be on vacation , but will be happy to call in at that time , or any other
time that is convenient for vince . should we also include jeff shankman ?
please let me know the time and telephone number to call , and i ' ll be there !
thanks !
- - christie .",0
"Subject: unresolved issues for jan 1 .
i think everyone agrees that there was a lot of confusion in desk assignments
and responsibilities . with that said , i am listing some of the current
issues that i have seen , that will need to be addressed quickly . most of
these issues are none of my business , but since i see unpathed gas i thought
you two might want to dicsuss these issues .
enron field services - has not been nominated since september 99 . have we
stopped doing business on this pipe ? ( just an fyi - ? ) do we need to get
this assigned ? i can find old
notes and try to get this pathed if necessary . someone just needs to let
me know .
lavaca expense transport - this is offsystem gas that hplc transports for
ena . ena has no nom at meter 1000 in pops for jan 1 .
midcon texas pipeline - there were deals left unpathed for jan 1 ( and
dec ? ) . i brokered and nominated the obvious but we seem to have 10 , 000 with
transport contract to move this gas on and no sale to broker to . as it
stands , it looks like we have a long position . who is this assigned to ? i
thought carlos was handling this one , but i could be wrong .
channel industries pipeline - several issues here :
1 . all deals with the exception of the long term transport expense were left
unpathed for jan 1 . i viewed prior month transactions and pathed
appropriately . someone
needs to review for accuracy . also , there were deals that went to zero ,
that were nominated for january .
2 . we still do not have enough supply to meet our sales requirement . this
issue has been left unsresolved since october 99 . volume management cannot
allocate was is
not pathed and nominated .
3 . there is a transaction for january that is once again not on our point
specific transport contracts . ( rec mtr 1 - 6366 10 , 000 to del mtr 2 - 6203
10 , 000 ) . this is a pathed pipeline . we have no rate . we need to know the
rate and whether one of the expense contracts needs to be amended for this
transaction , we are not legally covered . carlos was handling this pipe in
dec . who is this assigned to for jan ?
hpl operational - this shipper on hpl has been left unpathed for december
and january 1 . who is this assigned to ? this can wait until we get back
next week . if it is left unresolved , i will get it pathed when i return .
pat - the following was my recollection of the assignments for dec 1 to
the present . you might want to confirm with mary smith and then you can
proceed with decisions that need to be made based on possible unassigned
issues .
hank eisenhours duties were split :
mandey - handle all long term hplc expense issues : undeveloped contracts ,
december flow forward and cleanup of 1999 unresolved issues .
carlos - all offsystem transactions for ena and hplc in unify and all
offsystem paper and electronic noms on intrastate pipes . ami and stacey
also handle some . there is a lot of confusion here . i found unpathed gas
for december . we ' ll need to address this one quickly .
hpl transports were all split by zone . each logistics rep is responsible for
pathing all meters in their assigned zones in unify .
hpl operational seems to be left unassigned .
i think most of the desk assumed that carlos took over hanks
responsibilities . the assignments above are my recollection only .",0
"Subject: a few loose ends
norma ,
thanks for your mesage .
1 . i shall ask krishna to reduce his rollover to 40 hrs .
2 . any resolution on bonus for lance ( october 2 nd start ) ?
anita dupont is in the same situation .
3 . can you send me a copy of exit interview for grant masson ?
there is a special reason i need and i shall explain it to you in
person .
4 . what time next week would be good for lunch ? i would be glad
to invite you molly and ramona . what about friday the 22 nd ?
vince",0
"Subject: re : iris mack
molly ,
this is the list of people we can ask to interview iris .
i would include one ( or possibly more ) people from each group below ,
depending on availability .
1 . debbie brackett or bill bradford
2 . ted murphy , bjorn hagelman or david port
3 . mark tawney or joe hrgovcic
4 . greg whalley or louise kitchen
i shall send a message to them explaining that we try to identify the best
fit for a good
candidate .
vince
enron north america corp .
from : molly magee 12 / 18 / 2000 11 : 57 am
to : vince j kaminski / hou / ect @ ect
cc : shirley crenshaw / hou / ect @ ect
subject : iris mack
iris would like to come on thursday , 12 / 28 / 2000 , to visit with you and your
group . she will be in new orleans , and will just fly in for the day .
molly",0
